Subject,Trial,QA TRs,Mean,SD,Min,1Q,2Q,3Q,Max,Outliers,Outliers %
DYN_023,rest,494.0,0.061061004858299586,0.028501917955795916,0.015016499999999999,0.041010375,0.0552514,0.074645825,0.203577,19.0,3.8461538461538463,
DYN_023,task1,550.0,0.07170950087272726,0.07715244738581888,0.00805084,0.04397185,0.059343900000000005,0.07797827499999999,1.30313,34.0,6.181818181818182,
DYN_023,task2,550.0,0.06682890327272728,0.03874402807388006,0.0058574,0.044352525,0.06028285,0.07921245,0.39979699999999996,25.0,4.545454545454546,
DYN_023,training,424.0,0.0644602387264151,0.06087071571345353,0.00473467,0.039933474999999996,0.052014149999999995,0.072356125,0.796211,25.0,5.89622641509434,
DYN_024,hilo,424.0,0.11459057028301886,0.07253232840534793,0.0090459,0.065540875,0.09275155000000002,0.13985475,0.52408,30.0,7.0754716981132075,
DYN_024,rest,494.0,0.13150381093117408,0.058475703516636376,0.032749,0.0877494,0.12352450000000001,0.16392325,0.354312,12.0,2.42914979757085,
DYN_024,task1,550.0,0.12790536872727273,0.05437039756176327,0.0212775,0.08956267500000001,0.1227345,0.15189575,0.369929,16.0,2.909090909090909,
DYN_024,task2,550.0,0.13492934872727275,0.06150815532017737,0.024584599999999998,0.0867604,0.12727549999999999,0.173141,0.398397,8.0,1.4545454545454546,
DYN_024,training,424.0,0.13387293018867924,0.05808475890631925,0.0232769,0.09510725,0.126162,0.16604175,0.41734099999999996,9.0,2.1226415094339623,
DYN_025,hilo,424.0,0.07774334599056604,0.04227357162678699,0.0119915,0.0519249,0.0731431,0.0940699,0.509108,8.0,1.8867924528301887,
DYN_025,rest,494.0,0.07212179078947369,0.0384422344556363,0.0058773,0.0487278,0.06857895,0.08869822499999999,0.440454,10.0,2.0242914979757085,
DYN_025,task1,550.0,0.07457863823636364,0.03603759615349114,0.00308569,0.052075924999999995,0.07307350000000001,0.09234035,0.49424300000000004,6.0,1.0909090909090908,
DYN_025,task2,550.0,0.06910459458181818,0.03537907866162224,0.00754812,0.048820749999999996,0.0673617,0.08484335,0.531129,8.0,1.4545454545454546,
DYN_025,training,424.0,0.07346419009433963,0.03792076648335264,0.0116054,0.04916755,0.07032469999999999,0.09143637499999999,0.490435,5.0,1.179245283018868,
DYN_026,hilo,424.0,0.1500641287735849,0.1533458963883595,0.010722399999999998,0.083386825,0.11452100000000001,0.15576225,1.6357700000000002,42.0,9.90566037735849,
DYN_026,rest,494.0,0.11431673056680162,0.0961339416469988,0.00862651,0.05231425000000001,0.08826895,0.14172025,0.8134319999999999,22.0,4.4534412955465585,
DYN_026,task1,550.0,0.1673382911818182,0.28127008873138465,0.00757315,0.0662018,0.104563,0.16753274999999998,4.31102,52.0,9.454545454545455,
DYN_026,task2,550.0,0.13041794181818184,0.13108893800611962,0.0107959,0.05828074999999999,0.09316935000000001,0.14583025,1.05959,47.0,8.545454545454545,
DYN_026,training,424.0,0.14410742016509434,0.18244431712540504,0.00548025,0.06023125000000001,0.09630559999999999,0.145713,2.0954,40.0,9.433962264150944,
DYN_027,hilo,424.0,0.06045795153301887,0.04509086196578843,0.00429958,0.036926475,0.052396399999999996,0.07057422499999999,0.47990900000000003,18.0,4.245283018867925,
DYN_027,rest,494.0,0.06178174534412956,0.03474122799212515,0.012545,0.040569425,0.05489960000000001,0.07043145,0.283629,36.0,7.287449392712551,
DYN_027,task1,550.0,0.05930560861818182,0.03926458313360067,0.00683167,0.0387681,0.050801900000000004,0.06941230000000001,0.474987,24.0,4.363636363636363,
DYN_027,task2,550.0,0.058999518181818186,0.03285455164447352,0.010150900000000001,0.037290425,0.0520553,0.071008025,0.332935,23.0,4.181818181818182,
DYN_027,training,424.0,0.058407616485849065,0.04277226027154449,0.00663493,0.035703025,0.049440349999999994,0.06828455,0.532886,22.0,5.188679245283019,
DYN_028,hilo,424.0,0.07815476214622641,0.031168823946761605,0.00189045,0.056080500000000005,0.07324359999999999,0.095085175,0.207452,10.0,2.358490566037736,
DYN_028,rest,494.0,0.07149487914979757,0.029487195942800633,0.0145001,0.04772385,0.06858565,0.092084675,0.15464,0.0,0.0,
DYN_028,task1,550.0,0.07991925036363637,0.02910892753255826,0.0095788,0.059756325,0.07757475,0.09618824999999999,0.188993,11.0,2.0,
DYN_028,task2,550.0,0.07219362309090908,0.026336914142675222,0.0146243,0.053163724999999995,0.06825495,0.08898175,0.15628599999999998,9.0,1.6363636363636365,
DYN_028,training,424.0,0.08927980542452829,0.03577289907676283,0.021842,0.061572224999999994,0.08438970000000001,0.10822174999999999,0.23898200000000003,9.0,2.1226415094339623,
DYN_029,hilo,424.0,0.09113952665094338,0.04357308833710456,0.0126732,0.058586675,0.0873905,0.1164705,0.24815700000000002,11.0,2.5943396226415096,
DYN_029,rest,494.0,0.11337121801619433,0.049175637486308675,0.0194383,0.07714315000000001,0.11075300000000002,0.14389125,0.335582,6.0,1.214574898785425,
DYN_029,task1,550.0,0.12168443836363638,0.11467402242540503,0.0178308,0.06851035,0.1017475,0.14108199999999999,1.81375,30.0,5.454545454545454,
DYN_029,task2,550.0,0.11603345963636363,0.12797656640603447,0.010502,0.052355099999999995,0.0808305,0.12372025,0.9303239999999999,46.0,8.363636363636363,
DYN_029,training,424.0,0.10369077334905659,0.047489723073660145,0.0180033,0.069529375,0.101554,0.13244225,0.402702,4.0,0.9433962264150944,
DYN_030,hilo,424.0,0.05697880134433962,0.026086889145974054,0.00391972,0.036844350000000005,0.0536808,0.07199699999999999,0.157487,8.0,1.8867924528301887,
DYN_030,rest,494.0,0.07475707530364373,0.037721930828423116,0.0121696,0.047678375,0.06652795,0.09733767499999998,0.232754,11.0,2.2267206477732793,
DYN_030,task1,550.0,0.06769819734545454,0.028810672414580487,0.00587024,0.04826760000000001,0.06363429999999999,0.0837357,0.176071,14.0,2.5454545454545454,
DYN_030,task2,550.0,0.07108476745454545,0.04536633908682532,0.004221,0.043356875,0.06091630000000001,0.0858362,0.47507,28.0,5.090909090909091,
DYN_030,training,424.0,0.06634177905660377,0.028021703954316853,0.00704192,0.04452299999999999,0.06366680000000001,0.08274475,0.186967,4.0,0.9433962264150944,
